"","property_id","city","price","month","year","surface_total","surface_covered","rooms","bedrooms","bathrooms","property_type","operation_type","title","description","balcony","garage","geometry","distancia_parque","area__parque","distancia_parque_infatil","distancia_hospital","distancia_clinica","distancia_estacion_bus","distancia_policia","distancia_colegio","distancia_mercado"
"11","ea7ba96107b36f79ccf03329","Bogotá D.C",1600000000,7,2021,NA,NA,3,3,1,0,"Venta","apartamento chico reservado","apartamento en en chico reservado duplex varios ambientes sala y comedor separados con chimenea cocina abierta tipo americano zona de lavanderia cuarto y bano de servicio autosustentable recicla el agua 3 alcobas cada una con bano estar de television 3 garajes 2 en linea y 1 independiente deposito zona exclusiva de bogota calle 94 carreras 9 y 7 contactenos para mas informacion","0","1",c(-74.0419548939, 4.6762252813),169.559274522993,17302.4077497185,169.559274522993,1644.92037975681,1479.29148089598,852.716578562525,1105.36780801137,1111.31676919786,1962.82964193713
"12","f12ef5b1c28bb41b134f7fdd","Bogotá D.C",670000000,7,2021,117,NA,3,3,3,0,"Venta","o renta apto bella suiza","117 m23 habitaciones 3 banos sala comedor cocina abierta con barra balcon 2 parqueaderos en linea 1 deposito de muy buen tamano estrato 53 anos de construido 2 piso exterior antiguedad 4 anos zonas comunes el edificio tiene roof garden con asador juegos para ninos chimenea a gas y vista a todo el norte de bogota 360 grados administracion xxx de xx 3 incluida la adm","1","1",c(-74.0574146, 4.6511173),947.869100464786,358.112957457955,947.869100464786,415.752229241619,621.989519324571,751.134743088895,465.685434495364,233.836654334502,1718.90204701069
"13","fb803dde9b6d93f11323dc3f","Bogotá D.C",710000000,7,2021,80,NA,2,2,2,0,"Venta","apartamento chico","80 mts balcon 3mts 2 cuartos 2 banos completos cocina americana chimenea claraboyas 2 parqueaderos en linea deposito xx xx 3200 admon","1","1",c(-74.0563072362, 4.679815354),452.962889933383,4896.81924414675,452.962889933383,438.878643305099,256.777728788723,402.056047904117,893.478385902025,787.015166449221,1837.55399721195
"14","c3dd244f7247a5aea8fb796f","Bogotá D.C",950000000,7,2021,NA,NA,3,3,NA,0,"Venta","apartamento en santa barbara bogota","te invitamos a conocer este excelente apartamento si deseas invertir o crear historia en tu nuevo hogar este espacio es para ti disfruta de sus amplios ambientes con chimenea en zona social y cuarto principal que cuenta con acceso a la terraza y bano privado su cocina espaciosa con isla le brinda comodidad y sus habitaciones calidas y silenciosas son perfectas para descansar en edificio de pocos residentes a tan solo minutos de supermercados y parques inmejorables vias de acceso carrera 9 y calle 116 aparta ya tu cita","1","0",c(-74.0486934, 4.6839706),350.635787896475,232.423226052926,350.635787896475,552.981312380173,363.445276412183,438.372755555033,1478.57667228865,540.497033809374,1056.08170107918
"15","caff436bee98fb9d437518e8","Bogotá D.C",850000000,6,2021,192,NA,3,3,NA,0,"Venta","apartamento en chico navarra rah co 2190","rentahouse vende apartamento en bogota d c aprovecha este inmueble de 192 m2 en excelente estado soy carolina solano contactame y con mucho gusto te amplio la informacion","0","0",c(-74.056506, 4.685555),554.507672846343,2943.01644597453,554.507672846343,219.060059179058,67.2969242417369,143.280950753155,1121.20925159277,452.757135525887,1387.52101274474
"16","3760dd4f142d57a98d34be57","Bogotá D.C",900000000,6,2021,110,NA,3,3,NA,0,"Venta","apartamento en chico navarra rah co 2192","rentahouse vende apartamento en bogota d c aprovecha este inmueble de 110 m2 en excelente estado soy carolina solano contactame y con mucho gusto te amplio la informacion","0","0",c(-74.056248, 4.685811),590.753678979244,2943.01644597453,590.753678979244,255.592341764555,101.324699399067,122.851964605358,1089.66377860703,414.119542941667,1347.46842152561
"17","9346dd60240cb46ebe72813b","Bogotá D.C",1450000000,6,2021,235,NA,3,3,NA,0,"Venta","apartamento en chico navarra rah co 2196","rentahouse vende apartamento en bogota d c aprovecha este inmueble de 16235 m2 en excelente estado soy carolina solano contactame y con mucho gusto te amplio la informacion","0","0",c(-74.04987, 4.681485),320.38673626594,507.322945702432,320.38673626594,606.19456892144,473.960080514553,600.586845679347,1239.76907298218,674.772893217723,1355.72698947206
"18","0004d06d2778d52349a2f6e7","Bogotá D.C",1250000000,6,2021,592,NA,3,3,NA,0,"Venta","apartamento en el refugio bogota rah co x","rentahouse vende apartamento en bogota d c aprovecha este inmueble de 1592 m2 en excelente estado soy carolina solano contactame y con mucho gusto te amplio la informacion","0","0",c(-74.043268, 4.666951),365.194237965555,392.666068652185,365.194237965555,1458.36229874269,1492.70579431117,1831.8844651193,834.688311347382,372.947534200191,2577.65972472767
"19","d0aeaf14b38efc69738e87e0","Bogotá D.C",1250000000,6,2021,NA,NA,3,3,NA,0,"Venta","apartamento en el refugio bogota 22273 rah co x","en hermoso apartamento totalmente remodelado en el refugio chapinero bogota impresionantes vistas muy soleado e iluminado con acabados de primera calidad amplia cocina abierta con gabinetes de tecnologia alemana banos italianos cuarto de lavado cerrado tres habitaciones cada uno con baa o privado mas habitacion y bano de servicio lamparas de cristal de murano","0","0",c(-74.043268, 4.666951),365.194237965555,392.666068652185,365.194237965555,1458.36229874269,1492.70579431117,1831.8844651193,834.688311347382,372.947534200191,2577.65972472767
"20","4879cf61eff2a87fa5be5ab8","Bogotá D.C",320000000,6,2021,52,NA,NA,3,2,0,"Venta","apartamento en bogota teusaquillo","gran oportunidad para inversionistas apartamento de 52 mts rentando consta de 3 alcobas 2 banos sala comedor cocina cerrada semi integral a gas pisos en ceramica exterior garaje cubierto sin ascensor parqueadero visitantes estrato 4 cerca a universidades","0","1",c(-74.0626028, 4.6317232),232.399014933084,1330.85772175193,232.399014933084,318.779479694094,431.432874341634,586.447376132309,628.551166986861,194.544625648926,528.384053154407
"21","0df48f5d183ad1fce6b97a42","Bogotá D.C",377801270,5,2021,54,54,1,1,2,0,"Venta","apartamento en en bogota san luis teusaquillo cod vpre63129","aparta estudio y o 2 alcobas san luis bogota solo quedan 3 apartamentos ubicados en una zona central tranquila residencial apartamentos con luz natural 2 bao s closet o walking closet el aparta estudio con balcn cocina abierta estufa a gas espacio para nevecon mesn ideal para usar a un lado como barra americana comedor al interior del muebles apto para guardar utensilios zona lavandera independiente acabados modernos 1 garaje las principales vas de comunicacin del barrio son la avenida caracas las carreras 17 y 24 y las calles 57 y 63 en cuanto al comercio el sector no cuenta con centros comerciales sin embargo en los inmuebles localizados sobre las principales vas de acceso se ha generado un comercio informal pero la ubicacin del barrio permite a sus habitantes llegar fcilmente a los centros comerciales de chapinero lourdes siete de agosto y galeras","0","1",c(-74.055, 4.643),591.822469026254,22511.158927863,591.822469026254,1205.94113801211,843.314706609544,1201.02434324851,482.432543290258,406.257617855133,1735.33249861082
"22","b88d1e77d5a2f0f2a6f08e91","Bogotá D.C",950000000,7,2021,NA,NA,2,2,NA,0,"Venta","apartamento la cabrera","hermoso apartamento remodelado ubicado en zona residencial cerca servicio de transporte publico cada piso del edificio cuenta con shut de basura","0","0",c(-74.0478546, 4.6641858),174.575148224191,781.67030544907,174.575148224191,1080.92219907714,1076.08774532513,1443.25104810174,723.686182062054,217.578727273415,3155.89860552769
"23","7c570ca6f1b4f1cc26865f35","Bogotá D.C",380000000,7,2021,NA,NA,3,3,2,0,"Venta","y o apto en metropolis 3 hab mi a","y o amplio apartamento en metropolis tercer piso iluminado consta de tres habitaciones dos banos sala comedor cocina cbs y parqueadero","0","1",c(-74.0534393, 4.6560408),703.721829767712,507.402605186856,703.721829767712,941.104694334043,622.192886958156,988.422410649866,290.302454076706,459.189481843378,2238.62015455631
"24","ea385b743106fd7664a260bb","Bogotá D.C",1250000000,6,2021,592,NA,3,3,NA,0,"Venta","apartamento en el refugio bogota rah co 22273","rentahouse cajica vende apartamento en el refugio bogota d c con un area de 1592 m2 para mayor informacion contactanos y te brindaremos todo lo que nesecitas saber del predio c o","0","0",c(-74.043268, 4.666951),365.194237965555,392.666068652185,365.194237965555,1458.36229874269,1492.70579431117,1831.8844651193,834.688311347382,372.947534200191,2577.65972472767
"25","51be47ff62cb524eec61b56b","Bogotá D.C",520000000,8,2021,NA,NA,2,2,2,0,"Venta","apartamento en chico","te ofrecemos este lindo apartamento ubicado en una de las zonas mas cotizadas de bogota el edificio cuenta con piscina zonas humedas salones de reuniones terraza tepayaki terraza bbq gimnasio salon social el apartamento es bastante iluminado y acogedor agenda ya tu cita","1","0",c(-74.0554998, 4.6846867),442.483624380759,2943.01644597453,442.483624380759,210.865970551151,120.234237763914,234.089888554755,1209.25517563508,409.641843808497,1366.9161938685
"26","857f33cad8cc96e2d05b933e","Bogotá D.C",850000000,7,2021,NA,NA,3,3,3,0,"Venta","de apartamento en rosales ap 046","o apartamento ubicado en 4to piso cuenta con 3 habitaciones 3 banos totalmente remodelado hace 5 anos cocina abierta lavavajillas torre de horno 2 parqueaderos independientes 1 deposito edf zona infantil parque gym salon social parqueaderos de visitantes ap 046","0","1",c(-74.0487393, 4.6614037),89.3126367657229,2048.3429984337,89.3126367657229,1163.24657632472,1161.82665392104,1400.87539393721,586.92102163918,415.275298707836,2931.48507568732
"27","3a3d330892a7157bedc83fc0","Bogotá D.C",1560000000,8,2021,200,NA,3,3,3,0,"Venta","apartamento 200m2 rosales 23 hab 3parq estudio","apartamento de 200m2 con diseno en areas interiores espacioso pisos en madera granadillo chimenea a gas instalacion de sonido incluyendo balcon lobby de recibimiento estudio dos salas comedor independiente amplia habitacion principal con estudio walking closet segunda habitacion con bano hermosa cocina cerrada en la mejor localizacion del sector con recepcion tipo hotel gimnasio y espacio de recreacion para ninos jardines le programamos su cita para conocerlo se enamorara","1","0",c(-74.0509746673, 4.6563523487),535.333195146229,507.402605186856,535.333195146229,1203.8242224397,893.590336703094,1249.06503740082,210.103725498779,643.17901150742,2511.50655862559
"28","912a9a03a0c4c531bbfe0f91","Bogotá D.C",1350000000,7,2019,206,206,3,3,3,0,"Venta","apartamento en en bogota chico norte iii","apartamento en ubicado en sector residencial con buena iluminacin natural amplios espacios y gran terraza vas de acceso como la cll 94 y dg 92","1","0",c(-74.052, 4.681),121.886309595015,2241.57604926176,121.886309595015,540.583107428605,485.561951024445,592.851212707522,1206.50606155317,661.967870680481,1485.36335291739
"29","06e6a70c5352d832ed993a52","Bogotá D.C",455000000,7,2019,62,62,2,2,2,0,"Venta","apartamento en en bogota chico norte iii","magnifico apartamento para en chico norte de 62 m2 con linda vista en octavo piso y muy iluminado dos alcobas dos baos sala comedor con balcn cocina abierta y zona de lavandera el edificio cuenta con piscina terraza comunal con bbq saln comunal billar sala de reuniones y parqueaderos de visitantes","1","1",c(-74.056, 4.686),589.524975343052,2943.01644597453,589.524975343052,285.918348421244,131.64637189583,118.622618088718,1066.23047056016,380.100184521699,1312.87110935707
"30","c405060ec323bd59cc476082","Bogotá D.C",850000000,6,2019,104,104,3,3,3,0,"Venta","apartamento en en bogota chapinero alto","lindo apartamento para abajo de la circunvalar de 104 m2 con terraza en chapinero alto sala comedor cocina abierta con isla zona de lavandera independiente y closet de linos tres alcobas principal con vestier y acceso al balcn tres baos vista exterior y muy iluminado edificio con gimnasio saln comunal parqueadero de visitante zona infantil squash zonas verdes dos ascensores y vigilancia permanente estrato 4","1","1",c(-74.054, 4.645),733.399141415603,3864.18140389962,733.399141415603,1115.16212498572,1004.6717740277,1261.82648049309,373.336719250711,161.769947181406,1964.30319737418
"31","0bb87e16cd43c8ec3d69b979","Bogotá D.C",568268369,6,2019,78,78,2,2,2,0,"Venta","apartamento en en bogota chapinero alto","apartamento para estrenar vista a cerros orientales el apartamento lo conforman un saln comedor contigua a una cocina abierta zona de lavandera el hall de habitaciones separa el area social de las alcobas ac tenemos el bao social y de la segunda alcoba la alcoba principal con un amplio closet de pared a pared y bao privado y la segunda alcoba con su closet tiene un parqueadero cubierto y un deposito el edificio cuenta con zona de lavandera comunal gimnasio zona social caldera planta elctrica y vigilancia 247","0","1",c(-74.051, 4.652),1005.03221981188,10642.9745048027,1005.03221981188,1109.12101857761,1020.10898413145,1373.92689166288,506.330876176075,350.663461468005,2433.43751371807
"32","c6f9552e2e7a61144e09a981","Bogotá D.C",563066904,6,2019,78,78,2,2,2,0,"Venta","apartamento en en bogota chapinero alto","apartamento para estrenar vista a cerros orientales el apartamento lo conforman un saln comedor contigua a una cocina abierta zona de lavandera el hall de habitaciones separa el area social de las alcobas ac tenemos el bao social y de la segunda alcoba la alcoba principal con un amplio closet de pared a pared y bao privado y la segunda alcoba con su closet tiene un parqueadero cubierto y un deposito el edificio cuenta con zona de lavandera comunal gimnasio zona social caldera planta elctrica y vigilancia 247","0","1",c(-74.051, 4.652),1005.03221981188,10642.9745048027,1005.03221981188,1109.12101857761,1020.10898413145,1373.92689166288,506.330876176075,350.663461468005,2433.43751371807
"33","a2bd2e373a12d644beab9451","Bogotá D.C",370000000,5,2019,57,57,1,1,2,0,"Venta","apartaestudio en en bogota chapinero alto","gran oportunidad aparta estudio en con vista panoramica a la montaa cerca al carulla de la calle 63 colegio nueva granada y vas principales como av circunvalar cra 7 y calle 72 sector residencial y tranquilo consta de hall de acceso sala comedor 1 habitacin con closet bao privado y cortinas blackout bao auxiliar pisos en madera laminada cocina integral abierta tipo americano con muebles en madera y mesn en mrmol estufa mixta horno elctrico zona de lavandera con tendedero calentador de paso a gas 2 garajes cubiertos con servidumbre 1 deposito patio cubierto 2 ascensores zonas sociales saln comunal parqueadero para visitantes cancha de squash planta elctrica gimnasio turco cmaras internas circuito cerrado de tv puerta blindada alarma citofono vigilancia y recepcin 24 horas neria termoacustica en bao principal y patio","1","1",c(-74.053, 4.647),921.398546803973,3864.18140389962,921.398546803973,1058.95644206684,1196.25720542841,1325.52996687238,411.70418828823,103.803728312049,2197.51567339596
"34","77ed063064d419baccd4f3a7","Bogotá D.C",400000000,5,2019,61,61,1,1,1,0,"Venta","apartaestudio en en bogota chapinero alto","apartaestudio de 6098 mts cuenta con una habitacin con closet bao social cocina integral abierta elctrica calentador elctrico zona de lavandera independiente sala comedor balcn pisos en madera laminada un garaje cubierto y un depsito el edificio cuenta con planta elctrica tanque de agua ascensor recepcin parqueadero de visitantes y seguridad privada x","0","1",c(-74.06, 4.647),434.543761342546,1273.32517255094,434.543761342546,588.729328567078,626.707879109052,561.161116870694,278.802506774469,309.62332011442,1490.21303536356
"35","67ed2c6fa7dc14163d45134e","Bogotá D.C",850000000,5,2019,89,89,2,2,3,0,"Venta","apartamento en en bogota virrey","hermoso para estrenar moderno 2 alcobas 3 baos interior muy iluminado chimenea a gas pisos laminados amplios espacios deposito y garaje doble el edificio cuenta con caldera terraza social al costado del parque del virrey ubicado en buen sector fciles vas de acceso para mayor informacin comunicarse con claudia sarmiento","1","1",c(-74.053, 4.673),256.37720655836,28558.0030150157,256.37720655836,510.992460584548,649.013300209295,718.514097596164,446.097528598155,131.584960301433,2358.84280932985
"36","79b8fa76bf816964d3223d9b","Bogotá D.C",1600000000,5,2019,155,155,2,2,3,0,"Venta","apartamento en en bogota los rosales","apartamento con vista exterior a los cerros orientales a la ciudad y al norte ascensor directo al apartamento y de servicio habitacin principal con balcn walk in closet y bao una alcoba adicional con bao y vista a la ciudad sala comedor bao social pisos en madera chimenea balcn calefaccin home theater cocina integral a gas zona de lavandera independiente bao de servicio 3 parqueaderos y depsito el edificio posee terraza con rea de bbq y saln para eventos","1","1",c(-74.049, 4.656),545.08560546386,1342.57933951723,545.08560546386,1396.07493064708,1113.57861256986,1471.37786291397,18.2914695767159,846.87364768457,2715.23296172934
"37","80cbca27de2b76138dce5981","Bogotá D.C",680000000,5,2019,89,89,2,2,3,0,"Venta","apartamento en en bogota chico norte iii","traemos para ti este acogedor apartamento en octavo piso exterior ubicado en edificio de 6 aos de construido sector residencial con numerosos sitios de inters parques cercanos supermercados y bancos vas de acceso principales como la auto norte la av 19 la calle 92 contacto bertha c ruiz x","0","0",c(-74.056, 4.682),361.618112478211,4896.81924414675,361.618112478211,223.796295191983,161.015066831782,235.710290184108,1080.43529484211,667.081777367669,1624.27377467992
"38","89978065ecfcc040e21e4f6e","Bogotá D.C",1300000000,5,2019,189,189,3,3,3,0,"Venta","apartamento en en bogota la cabrera","lindo apartamento en cabrera 189 mts 4 piso exterior edificio en excelente estado igual que el apto ha sido remodelada la cocina baos y todo el piso se cambio por madera maciza consta de bao social sala con chimenea comedor independiente estudio independiente con mueble biblioteca empotrado cocina amplia cuarto y bao de servicio zona de lavandera estar de tv independiente tres alcobas ppal con vestier y bao dos garajes independientes y deposito info luz corzo","0","1",c(-74.051, 4.673),160.778260525165,28558.0030150157,160.778260525165,691.274719255709,813.144086712588,939.837666393498,316.64313455826,114.872177303175,2302.42697903151
"39","d3dfd5d8d7c5ddbfd27df2b6","Bogotá D.C",550000000,5,2019,100,100,3,3,3,0,"Venta","apartamento en en bogota chico","apartamento para remodelar ubicado en chico cien metros de rea cuarto piso con ascensor tres habitaciones tres baos un parqueadero cubierto chimenea para mayor informacin comunicarse con jaqueline ortega al celular x","0","1",c(-74.057, 4.679),469.634337357419,1801.05834128076,469.634337357419,520.528269693708,143.789765015998,419.748731677497,778.136246030402,748.290300426089,1955.99404861618
"40","25a28e547a5305d68fed1354","Bogotá D.C",1300000000,6,2019,200,NA,NA,3,3,0,"Venta","apartamento para en chico x","excelente apartamento para ubicado en muy buen sector de chico amplios espacios luz natural vista exterior 3er piso de 200 mts muy bien distribuidos 3 habitaciones 3 banos estudio sala con chimenea comedor independiente zona de lavanderia 2 garajes en linea 1 deposito admon x","0","1",c(-74.0469970703, 4.6719999313),394.811412510319,6665.61035810843,394.811412510319,1067.69204903341,1151.61448331442,1286.27686331533,379.818423341538,516.484885070598,2362.84691670889
"41","67e284d726ce0ce6dd41e79f","Bogotá D.C",750000000,6,2019,83,83,2,2,3,0,"Venta","apartamento en en bogota chic norte","a un excelente de tenemos este apartamento ubicado en un sector donde tendrs todo a tu alcance estars a pocas cuadras de dos reconocidos parques el virrey y el de la 93 bares restaurantes bancos y mucho ms visita nuestra pgina web para mayor informacin cdigo 3581","0","0",c(-74.055, 4.679),400.135966606555,3038.40306543849,400.135966606555,570.604778227979,276.732988851189,552.812986174546,968.325043615939,702.223915841143,1834.78509877268
"42","dd75983aafdae9db2746c0c4","Bogotá D.C",450000000,5,2019,47,47,1,1,2,0,"Venta","apartamento en en bogota chic norte","en pads presentamos en o un apartamento perfecto para solteros o jvenes parejas en chic norte bogot su ubicacin es ideal al tener cerca el parque del virrey y el de la 93 perfectos para salir a caminar pasear a tu mascota o ir a comer visita nuestra pgina web para mayor informacin cdigo 3378","0","0",c(-74.054, 4.68),244.654159270965,4010.92213931572,244.654159270965,535.156694483961,433.467641272091,545.838266011128,1118.86783179477,760.550067216761,1683.33193470247
"43","a23c1e7ceaef06a17d460305","Bogotá D.C",1600000000,5,2019,150,110,2,2,4,0,"Venta","apartamento en en bogota chico alto","ubicado muy cerca al museo chic encuentras este moderno y apartamento con un diseo nico para la y donde quedars enamorado de la vista que podrs tener desde su terraza visita nuestra pgina web cdigo 2259","1","0",c(-74.043, 4.673),544.885905111807,54254.2226291559,544.885905111807,1524.08370923963,1605.71893038764,1168.41308109347,829.390729586512,742.617054475439,2287.32307413556
"44","49e6bfb802c7e3d684bcd770","Bogotá D.C",570000000,5,2019,86,86,2,2,2,0,"Venta","apartamento en en bogota chapinero alto","espectacular apartamento de 85 m2 agradable vista a los cerros orientales balcn 2 alcobas principal con bao privado sala comedor cocina abierta bao auxiliar zona de lavandera independiente conjunto cuenta con zonas comunes amplias arriba de la carrera sptima y abajo de la avenida circunvalar informes miguel lopez p cel tres diecisis siete no y seis treinta y cuatro seis cinco","0","0",c(-74.054, 4.645),733.399141415603,3864.18140389962,733.399141415603,1115.16212498572,1004.6717740277,1261.82648049309,373.336719250711,161.769947181406,1964.30319737418
"45","efd536ba2145985f2ae667fd","Bogotá D.C",440000000,5,2019,67,67,2,2,2,0,"Venta","apartamento en en bogota chapinero alto","en patricia muoz lindo apartamento exterior moderno amplios espacios excelente estado duplex dos habitaciones dos baos buen edificio bien ubicado","0","0",c(-74.056, 4.647),647.03630999263,3864.18140389962,647.03630999263,801.211662522994,915.783643053401,995.779503638562,79.2248386513429,347.549322191388,1919.2786937164
"46","da8920bccef9a5d7381fc61f","Bogotá D.C",599000000,5,2019,90,NA,NA,2,3,0,"Venta","apartamento en en chico av0009","comodo y acogedor apartamento ubicado en uno de los sectores mas exclusivos de bogota exterior esquinero piso alto con buena iluminacion natural con balcon social pisos laminados cuenta con deposito y 2 parqueaderos el edificio tiene terraza bbq y salon social facilidad de rentar ya que es muy apetecido por extranjeros y altos ejecutivos vias principales como la cra 15 calle autopista norte nqs entre otras a sus alrededores se encuentran zona bancaria supermercados centro comercial restaurantes etc","1","1",c(-74.0500030518, 4.6830000877),331.268054418582,232.423226052926,331.268054418582,477.612790300713,320.027463110996,517.504255801018,1408.1685541645,520.804455040864,1198.52608763319
